City_ID,City,City_ID,Country,Max Temp,Weather description,Lat,Lng,Hotel Name
600,Thoen,600,th,93.99,scattered clouds,17.6129,99.2161,Nakornthoen Hotel
601,Nabire,601,id,86.63,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
602,Olimpia,602,br,75.2,clear sky,-20.7372,-48.9147,Hotel Savana
603,Palu,603,id,88.48,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
604,Bluefields,604,ni,76.66,clear sky,12.0137,-83.7635,Flamingo Hotel and Casino
605,Samarai,605,pg,85.15,overcast clouds,-10.6167,150.6667,Nuli Sapi
607,South Venice,607,us,75.99,mist,27.0531,-82.4243,Rodeway Inn
608,Saint Pete Beach,608,us,75.99,broken clouds,27.7253,-82.7412,Grand Plaza Hotel - St. Pete Beach
609,Denpasar,609,id,86.0,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
612,Poum,612,nc,79.16,overcast clouds,-20.2333,164.0167,Gîte kajeon
613,Mariental,613,na,67.53,clear sky,-24.6333,17.9667,Mariental Hotel
614,Eureka,614,us,64.4,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
615,Caravelas,615,br,74.68,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
616,Quelimane,616,mz,75.2,clear sky,-17.8786,36.8883,Hotel Flamingo
619,Neiafu,619,to,84.2,scattered clouds,-18.65,-173.9833,Mystic Sands
620,Eydhafushi,620,mv,84.36,broken clouds,5.1033,73.0708,Soneva Fushi
621,Rio Verde De Mato Grosso,621,br,74.37,clear sky,-18.9181,-54.8442,Hotel Valência
622,Najran,622,sa,64.4,clear sky,17.4924,44.1277,محمد هادي ال فطيح
623,Hirara,623,jp,78.8,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
625,Lodwar,625,ke,79.48,clear sky,3.1191,35.5973,Turkwel Lodge
629,Irupi,629,br,62.92,scattered clouds,-20.3453,-41.6411,Hotel Pousada Caminhos do Caparaó
630,Ahuimanu,630,us,82.4,light rain,21.4447,-157.8378,Paradise Bay Resort
632,Ulladulla,632,au,75.2,few clouds,-35.35,150.4667,Sandpiper Motel
633,Senador Jose Porfirio,633,br,73.4,heavy intensity rain,-2.5908,-51.9542,Pousada Novo Horizonte
634,Agua Dulce,634,mx,77.2,clear sky,18.1333,-94.1333,Hotel Victoria
635,Torit,635,sd,73.92,overcast clouds,4.4133,32.5678,Diplomat Guest House
639,Simao,639,cn,82.78,clear sky,22.7886,100.9748,Changyu Hotel
642,Palasa,642,in,92.1,clear sky,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
643,Saint-Joseph,643,re,78.8,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
645,Pangai,645,to,86.0,few clouds,-19.8,-174.35,Ha'apai Beach Resort
646,Sola,646,vu,82.09,moderate rain,-13.8833,167.55,Leumerus Bungalows
650,Isiro,650,cd,68.88,overcast clouds,2.7739,27.616,Guest House Hewa Bora
651,Charters Towers,651,au,84.52,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
653,Kokopo,653,pg,85.3,scattered clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
654,Jijiang,654,cn,60.01,light intensity drizzle,29.2906,106.2542,Chongqing Jiangjin Hotel
656,Tete,656,mz,64.4,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
657,Tiarei,657,pf,86.0,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
658,Praxedis Guerrero,658,mx,62.6,clear sky,31.3667,-106.0167,Iglesia Bautista Dios con Nosotros
661,Vanimo,661,pg,87.26,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
662,Coronado,662,us,80.6,few clouds,32.6859,-117.1831,The El Cordova Hotel
665,Jacobina,665,br,70.88,overcast clouds,-11.1806,-40.5183,HOSTEL JACOBINA
666,Menongue,666,ao,62.22,overcast clouds,-14.6585,17.691,Ritz Lauca
667,Tarauaca,667,br,71.53,overcast clouds,-8.1614,-70.7656,Flat Temporada
668,Eldorado,668,mx,60.69,clear sky,-23.7869,-54.2836,Villa Verde Hotel
670,Vallenar,670,cl,62.35,few clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
671,General Roca,671,ar,68.0,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
672,Araceli,672,ph,82.83,light rain,10.5529,119.9913,JBryan Traveler's Inn
673,Aipe,673,co,73.13,overcast clouds,3.2222,-75.2367,Dunas Tatacoa
675,Santarem,675,br,78.8,scattered clouds,-2.4431,-54.7083,Ecotur Lodge
677,Dunedin,677,nz,61.0,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
678,Pathein,678,mm,89.46,scattered clouds,16.7833,94.7333,New Pammawaddy Hotel
680,Eyl,680,so,72.91,broken clouds,7.9803,49.8164,Amiin Hotel
684,Puerto Del Rosario,684,es,68.0,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
