City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
69,Vaini,TO,2020-10-04 18:42:02,-21.2,-175.2,71.6,94,90,12.75
70,Cherskiy,RU,2020-10-04 18:42:02,68.75,161.3,26.26,94,99,8.3
71,Hofn,IS,2020-10-04 18:42:02,64.25,-15.21,46.85,85,97,0.69
72,Dvinskoy,RU,2020-10-04 18:42:02,62.15,45.12,35.47,86,0,4.07
73,San Quintin,MX,2020-10-04 18:42:03,30.48,-115.95,89.82,23,34,8.5
74,Ibi,ES,2020-10-04 18:42:03,38.63,-0.57,72.0,44,89,4.0
75,Carutapera,BR,2020-10-04 18:42:03,-1.2,-46.02,85.12,62,30,11.01
76,Avarua,CK,2020-10-04 18:42:03,-21.21,-159.78,71.6,88,100,6.93
77,Cangucu,BR,2020-10-04 18:42:03,-31.39,-52.68,57.0,92,100,8.01
78,Carnarvon,AU,2020-10-04 18:42:04,-24.87,113.63,60.8,67,0,18.34
79,Port Alfred,ZA,2020-10-04 18:42:04,-33.59,26.89,66.63,80,2,21.18
80,Kavieng,PG,2020-10-04 18:42:04,-2.57,150.8,83.01,79,46,14.94
81,Cap Malheureux,MU,2020-10-04 18:42:05,-19.98,57.61,75.0,73,17,3.0
82,Bluff,NZ,2020-10-04 18:42:05,-46.6,168.33,48.99,97,72,5.99
83,Volsk,RU,2020-10-04 18:42:05,52.03,47.38,48.58,65,0,9.1
84,Kapaa,US,2020-10-04 18:42:06,22.08,-159.32,82.4,69,40,12.75
85,Saldanha,ZA,2020-10-04 18:42:06,-33.01,17.94,60.8,72,0,5.82
86,Ibra,OM,2020-10-04 18:42:06,22.69,58.53,75.81,51,0,2.21
87,Hun,LY,2020-10-04 18:42:06,29.13,15.95,91.08,11,29,16.37
88,Yellowknife,CA,2020-10-04 18:42:06,62.46,-114.35,43.0,100,90,9.17
89,Aklavik,CA,2020-10-04 18:42:06,68.22,-135.01,41.0,93,75,2.24
90,Ahuimanu,US,2020-10-04 18:42:07,21.44,-157.84,80.6,61,20,8.05
91,Ushuaia,AR,2020-10-04 18:42:07,-54.8,-68.3,53.6,46,40,19.46
92,Pevek,RU,2020-10-04 18:37:35,69.7,170.31,31.86,91,63,10.89
93,Manicore,BR,2020-10-04 18:42:07,-5.81,-61.3,97.97,35,86,4.41
94,Great Bend,US,2020-10-04 18:41:49,38.36,-98.76,72.0,40,1,12.75
95,Aksu,CN,2020-10-04 18:42:08,41.12,80.26,56.8,35,32,3.51
96,Talnakh,RU,2020-10-04 18:42:08,69.49,88.4,30.2,100,75,13.42
97,Lebu,CL,2020-10-04 18:42:08,-37.62,-73.65,52.48,75,7,14.54
98,Coquimbo,CL,2020-10-04 18:42:08,-29.95,-71.34,62.6,42,97,13.87
99,Cilegon,ID,2020-10-04 18:42:08,-6.02,106.05,73.4,88,90,10.29
100,Corn Island,NI,2020-10-04 18:42:09,12.17,-83.04,83.52,69,1,4.92
101,Orcopampa,PE,2020-10-04 18:42:09,-15.27,-72.34,59.38,34,99,5.97
102,Zyryanovsk,KZ,2020-10-04 18:42:09,49.74,84.27,45.99,57,100,2.73
103,Bassar,TG,2020-10-04 18:42:09,9.25,0.78,75.2,88,40,4.7
104,Santarem,BR,2020-10-04 18:42:09,-2.44,-54.71,91.4,55,20,11.41
105,Severo-Kurilsk,RU,2020-10-04 18:42:10,50.68,156.12,50.5,91,100,3.76
